age_start,age_end,cases,deaths
0,9,205,0
10,19,270,0
20,29,1374,0
30,39,2525,9
40,49,4396,25
50,59,6834,83
60,69,6337,312
70,79,7121,1090
80,89,5352,1243
90,MAX,1115,285
